Video_Id,Vividness,Confidence,RememberNo,Extension,Condition,Proportion_Remembered,Assignment_List,Omission,Study,Study_code,Sub_num
Vid19,55,43,1,0,1,0.958333333,B,1,immediate,0,128
Vid20,58,37,1,0,0,0.958333333,B,1,immediate,0,128
Vid21,59,66,1,0,0,0.958333333,B,1,immediate,0,128
Vid22,18,10,1,0,1,0.958333333,B,1,immediate,0,128
Vid23,42,55,1,0,1,0.958333333,B,1,immediate,0,128
Vid24,59,71,1,0,0,0.958333333,B,0,immediate,0,128
Vid01,19,50,1,0,1,1,B,0,immediate,0,135
Vid02,53,50,1,0,1,1,B,0,immediate,0,135
Vid03,79,68,1,0,1,1,B,1,immediate,0,135
Vid04,37,50,1,1,0,1,B,0,immediate,0,135
Vid05,27,26,1,0,0,1,B,1,immediate,0,135
Vid06,50,19,1,0,0,1,B,0,immediate,0,135
Vid07,78,53,1,0,1,1,B,0,immediate,0,135
Vid08,35,0,1,0,1,1,B,1,immediate,0,135
Vid09,34,9,1,0,0,1,B,1,immediate,0,135
Vid10,27,27,1,0,1,1,B,1,immediate,0,135
Vid11,50,50,1,0,1,1,B,0,immediate,0,135
Vid12,0,0,1,0,0,1,B,1,immediate,0,135
Vid13,20,7,1,0,1,1,B,1,immediate,0,135
Vid14,50,6,1,0,0,1,B,0,immediate,0,135
Vid15,20,50,1,0,0,1,B,1,immediate,0,135
Vid16,0,0,1,0,1,1,B,1,immediate,0,135
Vid17,50,21,1,0,0,1,B,1,immediate,0,135
Vid18,22,0,1,0,0,1,B,1,immediate,0,135
Vid19,0,0,1,0,1,1,B,1,immediate,0,135
Vid20,0,0,1,1,0,1,B,0,immediate,0,135
Vid21,50,50,1,0,0,1,B,1,immediate,0,135
Vid22,10,5,1,0,1,1,B,1,immediate,0,135
Vid23,50,19,1,0,1,1,B,1,immediate,0,135
Vid24,50,27,1,0,0,1,B,0,immediate,0,135
Vid01,39,34,1,0,1,1,B,0,immediate,0,154
Vid02,2,5,1,0,1,1,B,0,immediate,0,154
Vid03,3,3,1,0,1,1,B,1,immediate,0,154
Vid04,62,61,1,0,0,1,B,1,immediate,0,154
Vid05,13,10,1,0,0,1,B,1,immediate,0,154
Vid06,68,69,1,0,0,1,B,0,immediate,0,154
Vid07,55,57,1,0,1,1,B,0,immediate,0,154
Vid08,50,50,1,0,1,1,B,1,immediate,0,154
Vid09,24,22,1,0,0,1,B,1,immediate,0,154
Vid10,20,24,1,0,1,1,B,1,immediate,0,154
Vid11,49,49,1,0,1,1,B,1,immediate,0,154
Vid12,13,9,1,0,0,1,B,1,immediate,0,154
Vid13,17,18,1,0,1,1,B,0,immediate,0,154
Vid14,16,12,1,0,0,1,B,1,immediate,0,154
Vid15,6,5,1,0,0,1,B,1,immediate,0,154
Vid16,0,0,1,0,1,1,B,1,immediate,0,154
Vid17,95,82,1,0,0,1,B,1,immediate,0,154
Vid18,13,20,1,0,0,1,B,1,immediate,0,154
Vid19,36,30,1,0,1,1,B,1,immediate,0,154
Vid20,6,6,1,0,0,1,B,1,immediate,0,154
Vid21,31,34,1,0,0,1,B,0,immediate,0,154
Vid22,59,59,1,0,1,1,B,1,immediate,0,154
Vid23,20,23,1,0,1,1,B,0,immediate,0,154
Vid24,61,62,1,0,0,1,B,0,immediate,0,154
Vid01,94,21,1,0,0,1,A,1,immediate,0,141
Vid02,93,15,1,0,0,1,A,1,immediate,0,141
Vid03,90,5,1,0,0,1,A,1,immediate,0,141
Vid04,89,28,1,0,1,1,A,0,immediate,0,141
Vid05,75,24,1,0,1,1,A,1,immediate,0,141
Vid06,94,79,1,0,1,1,A,0,immediate,0,141
Vid07,82,18,1,0,0,1,A,1,immediate,0,141
Vid08,98,0,1,0,0,1,A,1,immediate,0,141
Vid09,96,12,1,0,1,1,A,0,immediate,0,141
Vid10,100,10,1,0,0,1,A,1,immediate,0,141
Vid11,38,43,1,0,0,1,A,1,immediate,0,141
Vid12,91,27,1,0,1,1,A,0,immediate,0,141
Vid13,50,50,1,0,0,1,A,1,immediate,0,141
Vid14,100,0,1,0,1,1,A,1,immediate,0,141
Vid15,50,50,1,0,1,1,A,1,immediate,0,141
Vid16,50,76,1,0,0,1,A,1,immediate,0,141
Vid17,50,53,1,0,1,1,A,0,immediate,0,141
Vid18,94,8,1,0,1,1,A,0,immediate,0,141
Vid19,100,0,1,0,0,1,A,0,immediate,0,141
Vid20,77,40,1,0,1,1,A,0,immediate,0,141
Vid21,69,42,1,0,1,1,A,1,immediate,0,141
Vid22,35,81,1,0,0,1,A,0,immediate,0,141
Vid23,47,50,1,0,0,1,A,1,immediate,0,141
Vid24,81,31,1,0,1,1,A,1,immediate,0,141
Vid01,65,68,1,0,0,0.916666667,A,1,immediate,0,148
Vid02,38,39,1,0,0,0.916666667,A,1,immediate,0,148
Vid03,90,77,1,0,0,0.916666667,A,1,immediate,0,148
Vid04,56,50,1,0,1,0.916666667,A,1,immediate,0,148
Vid05,50,50,1,0,1,0.916666667,A,1,immediate,0,148
Vid06,50,50,1,0,1,0.916666667,A,1,immediate,0,148
Vid08,50,50,1,0,0,0.916666667,A,1,immediate,0,148
Vid09,50,50,1,0,1,0.916666667,A,1,immediate,0,148
Vid10,50,50,1,0,0,0.916666667,A,1,immediate,0,148
Vid11,50,50,1,0,0,0.916666667,A,1,immediate,0,148
Vid12,50,50,1,0,1,0.916666667,A,1,immediate,0,148
Vid13,50,50,1,0,0,0.916666667,A,0,immediate,0,148
Vid14,15,13,1,0,1,0.916666667,A,1,immediate,0,148
Vid15,50,50,1,0,1,0.916666667,A,0,immediate,0,148
Vid16,9,6,1,0,0,0.916666667,A,1,immediate,0,148
Vid17,50,50,1,0,1,0.916666667,A,1,immediate,0,148
Vid18,50,50,1,0,1,0.916666667,A,0,immediate,0,148
Vid19,50,50,1,0,0,0.916666667,A,0,immediate,0,148
Vid20,6,5,1,0,1,0.916666667,A,1,immediate,0,148
Vid21,50,50,1,0,1,0.916666667,A,1,immediate,0,148
Vid22,50,50,1,0,0,0.916666667,A,1,immediate,0,148
Vid24,50,50,1,0,1,0.916666667,A,1,immediate,0,148
Vid01,66,67,1,0,0,0.958333333,A,1,immediate,0,144
Vid02,69,70,1,0,0,0.958333333,A,1,immediate,0,144
Vid03,63,67,1,0,0,0.958333333,A,1,immediate,0,144
Vid04,69,69,1,0,1,0.958333333,A,1,immediate,0,144
Vid05,67,62,1,0,1,0.958333333,A,1,immediate,0,144
Vid06,70,68,1,0,1,0.958333333,A,1,immediate,0,144
Vid07,60,62,1,0,0,0.958333333,A,1,immediate,0,144
Vid09,79,59,1,0,1,0.958333333,A,1,immediate,0,144
Vid10,64,63,1,0,0,0.958333333,A,1,immediate,0,144
Vid11,57,58,1,0,0,0.958333333,A,1,immediate,0,144
Vid12,64,68,1,0,1,0.958333333,A,0,immediate,0,144
Vid13,64,63,1,0,0,0.958333333,A,0,immediate,0,144
Vid14,63,64,1,0,1,0.958333333,A,1,immediate,0,144
Vid15,75,76,1,0,1,0.958333333,A,0,immediate,0,144
Vid16,67,70,1,0,0,0.958333333,A,1,immediate,0,144
Vid17,68,69,1,0,1,0.958333333,A,1,immediate,0,144
Vid18,61,67,1,0,1,0.958333333,A,1,immediate,0,144
Vid19,65,66,1,0,0,0.958333333,A,0,immediate,0,144
Vid20,68,70,1,0,1,0.958333333,A,0,immediate,0,144
Vid21,65,65,1,0,1,0.958333333,A,0,immediate,0,144
Vid22,55,58,1,0,0,0.958333333,A,1,immediate,0,144
Vid23,72,59,1,0,0,0.958333333,A,1,immediate,0,144
Vid24,55,58,1,0,1,0.958333333,A,1,immediate,0,144
Vid03,60,62,1,0,1,0.541666667,B,1,immediate,0,130
Vid04,56,46,1,0,0,0.541666667,B,1,immediate,0,130
Vid05,25,34,1,0,0,0.541666667,B,1,immediate,0,130
Vid08,18,23,1,0,1,0.541666667,B,1,immediate,0,130
Vid09,26,36,1,0,0,0.541666667,B,1,immediate,0,130
Vid10,33,39,1,0,1,0.541666667,B,1,immediate,0,130
Vid11,50,54,1,0,1,0.541666667,B,1,immediate,0,130
Vid15,32,39,1,0,0,0.541666667,B,0,immediate,0,130
Vid16,42,55,1,0,1,0.541666667,B,1,immediate,0,130
Vid20,43,52,1,0,0,0.541666667,B,1,immediate,0,130
Vid21,67,67,1,0,0,0.541666667,B,1,immediate,0,130
Vid22,44,53,1,0,1,0.541666667,B,1,immediate,0,130
Vid24,58,59,1,0,0,0.541666667,B,1,immediate,0,130
Vid01,32,34,1,0,1,1,B,0,immediate,0,124
Vid02,49,51,1,0,1,1,B,0,immediate,0,124
Vid03,10,23,1,0,1,1,B,0,immediate,0,124
Vid04,45,49,1,0,0,1,B,1,immediate,0,124
Vid05,0,0,1,0,0,1,B,1,immediate,0,124
Vid06,28,39,1,0,0,1,B,0,immediate,0,124
Vid07,83,93,1,0,1,1,B,1,immediate,0,124
Vid08,64,77,1,0,1,1,B,0,immediate,0,124
Vid09,18,16,1,0,0,1,B,1,immediate,0,124
Vid10,24,24,1,0,1,1,B,1,immediate,0,124
Vid11,86,91,1,0,1,1,B,0,immediate,0,124
Vid12,50,50,1,0,0,1,B,0,immediate,0,124
Vid13,62,80,1,0,1,1,B,0,immediate,0,124
Vid14,42,41,1,0,0,1,B,0,immediate,0,124
Vid15,39,64,1,0,0,1,B,1,immediate,0,124
Vid16,22,35,1,0,1,1,B,0,immediate,0,124
Vid17,46,50,1,1,0,1,B,0,immediate,0,124
Vid18,58,79,1,0,0,1,B,1,immediate,0,124
Vid19,0,0,1,0,1,1,B,1,immediate,0,124
Vid20,48,48,1,0,0,1,B,1,immediate,0,124
Vid21,57,71,1,0,0,1,B,1,immediate,0,124
Vid22,52,76,1,0,1,1,B,0,immediate,0,124
Vid23,0,25,1,0,1,1,B,1,immediate,0,124
Vid24,74,86,1,0,0,1,B,0,immediate,0,124
Vid01,42,43,1,0,1,1,B,1,immediate,0,126
Vid02,42,42,1,0,1,1,B,1,immediate,0,126
Vid03,62,53,1,0,1,1,B,1,immediate,0,126
Vid04,71,76,1,0,0,1,B,0,immediate,0,126
Vid05,55,56,1,0,0,1,B,0,immediate,0,126
Vid06,78,79,1,0,0,1,B,0,immediate,0,126
Vid07,37,37,1,0,1,1,B,1,immediate,0,126
Vid08,68,66,1,0,1,1,B,1,immediate,0,126
Vid09,75,77,1,0,0,1,B,0,immediate,0,126
Vid10,85,80,1,0,1,1,B,0,immediate,0,126
Vid11,85,87,1,0,1,1,B,0,immediate,0,126
Vid12,62,67,1,0,0,1,B,0,immediate,0,126
Vid13,65,65,1,0,1,1,B,0,immediate,0,126
Vid14,58,47,1,0,0,1,B,0,immediate,0,126
Vid15,46,43,1,0,0,1,B,0,immediate,0,126
Vid16,66,71,1,0,1,1,B,1,immediate,0,126
Vid17,75,79,1,0,0,1,B,0,immediate,0,126
Vid18,65,69,1,0,0,1,B,0,immediate,0,126
Vid19,71,62,1,0,1,1,B,1,immediate,0,126
Vid20,77,75,1,0,0,1,B,1,immediate,0,126
Vid21,82,83,1,0,0,1,B,1,immediate,0,126
Vid22,58,53,1,0,1,1,B,1,immediate,0,126
Vid23,54,37,1,0,1,1,B,1,immediate,0,126
Vid24,79,50,1,0,0,1,B,0,immediate,0,126
Vid01,34,40,1,1,0,0.958333333,A,0,immediate,0,145
Vid02,17,7,1,0,0,0.958333333,A,1,immediate,0,145
Vid03,78,84,1,0,0,0.958333333,A,1,immediate,0,145
Vid04,14,18,1,0,1,0.958333333,A,1,immediate,0,145
Vid05,67,72,1,0,1,0.958333333,A,1,immediate,0,145
Vid07,84,50,1,0,0,0.958333333,A,0,immediate,0,145
Vid08,86,95,1,0,0,0.958333333,A,0,immediate,0,145
Vid09,23,28,1,0,1,0.958333333,A,1,immediate,0,145
Vid10,85,92,1,0,0,0.958333333,A,1,immediate,0,145
Vid11,90,97,1,0,0,0.958333333,A,1,immediate,0,145
Vid12,88,91,1,0,1,0.958333333,A,1,immediate,0,145
Vid13,84,76,1,0,0,0.958333333,A,0,immediate,0,145
Vid14,95,67,1,0,1,0.958333333,A,0,immediate,0,145
Vid15,98,95,1,0,1,0.958333333,A,0,immediate,0,145
Vid16,80,56,1,0,0,0.958333333,A,1,immediate,0,145
Vid17,96,96,1,0,1,0.958333333,A,1,immediate,0,145
Vid18,62,70,1,0,1,0.958333333,A,1,immediate,0,145
Vid19,76,52,1,0,0,0.958333333,A,1,immediate,0,145
Vid20,100,100,1,0,1,0.958333333,A,0,immediate,0,145
Vid21,100,100,1,0,1,0.958333333,A,0,immediate,0,145
Vid22,70,74,1,0,0,0.958333333,A,0,immediate,0,145
Vid23,3,8,1,0,0,0.958333333,A,1,immediate,0,145
Vid24,99,97,1,0,1,0.958333333,A,0,immediate,0,145
Vid01,34,60,1,0,0,0.958333333,A,0,immediate,0,152
Vid02,71,79,1,0,0,0.958333333,A,1,immediate,0,152
Vid03,74,13,1,1,0,0.958333333,A,0,immediate,0,152
Vid04,88,54,1,0,1,0.958333333,A,0,immediate,0,152
Vid05,56,32,1,0,1,0.958333333,A,1,immediate,0,152
Vid06,66,13,1,0,1,0.958333333,A,1,immediate,0,152
Vid07,67,67,1,0,0,0.958333333,A,1,immediate,0,152
Vid08,85,90,1,0,0,0.958333333,A,0,immediate,0,152
Vid09,87,69,1,0,1,0.958333333,A,0,immediate,0,152
Vid10,12,4,1,0,0,0.958333333,A,1,immediate,0,152
Vid11,25,8,1,1,0,0.958333333,A,0,immediate,0,152
Vid12,7,4,1,0,1,0.958333333,A,1,immediate,0,152
Vid13,91,86,1,0,0,0.958333333,A,1,immediate,0,152
Vid14,97,100,1,0,1,0.958333333,A,1,immediate,0,152
Vid15,22,18,1,0,1,0.958333333,A,1,immediate,0,152
Vid16,76,36,1,0,0,0.958333333,A,1,immediate,0,152
Vid17,23,24,1,0,1,0.958333333,A,1,immediate,0,152
Vid18,85,56,1,0,1,0.958333333,A,1,immediate,0,152
Vid20,81,89,1,0,1,0.958333333,A,0,immediate,0,152
Vid21,100,100,1,0,1,0.958333333,A,1,immediate,0,152
Vid22,0,0,1,0,0,0.958333333,A,1,immediate,0,152
Vid23,100,86,1,0,0,0.958333333,A,0,immediate,0,152
Vid24,34,28,1,0,1,0.958333333,A,1,immediate,0,152
Vid01,50,50,1,0,0,0.958333333,A,0,immediate,0,155
Vid02,50,50,1,0,0,0.958333333,A,1,immediate,0,155
Vid03,75,72,1,0,0,0.958333333,A,1,immediate,0,155
Vid04,62,59,1,0,1,0.958333333,A,1,immediate,0,155
Vid05,50,50,1,0,1,0.958333333,A,1,immediate,0,155
Vid06,40,44,1,0,1,0.958333333,A,1,immediate,0,155
Vid07,62,61,1,1,0,0.958333333,A,0,immediate,0,155
Vid08,50,50,1,0,0,0.958333333,A,0,immediate,0,155
Vid09,50,50,1,0,1,0.958333333,A,1,immediate,0,155
Vid10,60,58,1,0,0,0.958333333,A,1,immediate,0,155
Vid11,65,64,1,0,0,0.958333333,A,1,immediate,0,155
Vid12,81,71,1,0,1,0.958333333,A,0,immediate,0,155
Vid13,74,74,1,0,0,0.958333333,A,0,immediate,0,155
Vid14,60,57,1,0,1,0.958333333,A,1,immediate,0,155
Vid15,50,50,1,0,1,0.958333333,A,1,immediate,0,155
Vid16,71,71,1,0,0,0.958333333,A,1,immediate,0,155
Vid17,74,71,1,0,1,0.958333333,A,0,immediate,0,155
Vid18,78,77,1,0,1,0.958333333,A,0,immediate,0,155
Vid19,0,2,1,0,0,0.958333333,A,1,immediate,0,155
Vid20,76,76,1,0,1,0.958333333,A,0,immediate,0,155
Vid21,83,77,1,0,1,0.958333333,A,1,immediate,0,155
Vid22,82,78,1,0,0,0.958333333,A,0,immediate,0,155
Vid24,68,69,1,0,1,0.958333333,A,1,immediate,0,155
Vid01,0,0,1,0,1,1,B,1,immediate,0,139
Vid02,0,0,1,0,1,1,B,1,immediate,0,139
Vid03,6,7,1,0,1,1,B,0,immediate,0,139
Vid04,2,6,1,0,0,1,B,1,immediate,0,139
Vid05,1,1,1,0,0,1,B,0,immediate,0,139
Vid06,0,0,1,0,0,1,B,1,immediate,0,139
Vid07,0,0,1,0,1,1,B,1,immediate,0,139
Vid08,0,0,1,0,1,1,B,1,immediate,0,139
Vid09,1,1,1,0,0,1,B,1,immediate,0,139
Vid10,0,0,1,0,1,1,B,1,immediate,0,139
Vid11,26,12,1,0,1,1,B,0,immediate,0,139
Vid12,0,0,1,0,0,1,B,1,immediate,0,139
Vid13,0,1,1,0,1,1,B,0,immediate,0,139
Vid14,3,0,1,0,0,1,B,0,immediate,0,139
Vid15,7,6,1,0,0,1,B,0,immediate,0,139
Vid16,0,0,1,0,1,1,B,1,immediate,0,139
Vid17,2,1,1,1,0,1,B,0,immediate,0,139
Vid18,0,0,1,0,0,1,B,1,immediate,0,139
Vid19,0,0,1,0,1,1,B,1,immediate,0,139
Vid20,0,0,1,0,0,1,B,0,immediate,0,139
Vid21,18,15,1,0,0,1,B,1,immediate,0,139
Vid22,1,1,1,0,1,1,B,1,immediate,0,139
Vid23,2,1,1,0,1,1,B,1,immediate,0,139
Vid24,0,3,1,0,0,1,B,1,immediate,0,139
Vid01,89,12,1,0,1,0.916666667,B,1,immediate,0,153
Vid03,20,70,1,0,1,0.916666667,B,1,immediate,0,153
Vid04,100,0,1,0,0,0.916666667,B,1,immediate,0,153
Vid05,27,80,1,0,0,0.916666667,B,1,immediate,0,153
Vid07,16,89,1,0,1,0.916666667,B,1,immediate,0,153
Vid08,97,7,1,0,1,0.916666667,B,1,immediate,0,153
Vid09,63,31,1,0,0,0.916666667,B,1,immediate,0,153
Vid10,22,79,1,0,1,0.916666667,B,0,immediate,0,153
Vid11,6,96,1,0,1,0.916666667,B,0,immediate,0,153
Vid12,64,17,1,0,0,0.916666667,B,1,immediate,0,153
Vid13,32,67,1,0,1,0.916666667,B,1,immediate,0,153
Vid14,22,85,1,0,0,0.916666667,B,0,immediate,0,153
Vid15,66,59,1,1,0,0.916666667,B,0,immediate,0,153
Vid16,95,9,1,0,1,0.916666667,B,1,immediate,0,153
Vid17,12,87,1,1,0,0.916666667,B,0,immediate,0,153
Vid18,27,69,1,1,0,0.916666667,B,0,immediate,0,153
Vid19,67,37,1,0,1,0.916666667,B,1,immediate,0,153
Vid20,37,66,1,0,0,0.916666667,B,1,immediate,0,153
Vid21,12,85,1,0,0,0.916666667,B,1,immediate,0,153
Vid22,82,27,1,0,1,0.916666667,B,1,immediate,0,153
Vid23,85,20,1,0,1,0.916666667,B,1,immediate,0,153
Vid24,36,67,1,0,0,0.916666667,B,0,immediate,0,153
Vid01,67,69,1,0,0,1,A,1,immediate,0,107
Vid02,3,0,1,1,0,1,A,0,immediate,0,107
Vid03,50,46,1,0,0,1,A,1,immediate,0,107
Vid04,23,50,1,0,1,1,A,1,immediate,0,107
Vid05,50,50,1,0,1,1,A,1,immediate,0,107
Vid06,13,14,1,0,1,1,A,1,immediate,0,107
Vid07,19,19,1,0,0,1,A,1,immediate,0,107
Vid08,11,13,1,1,0,1,A,0,immediate,0,107
Vid09,34,36,1,0,1,1,A,1,immediate,0,107
Vid10,7,15,1,0,0,1,A,1,immediate,0,107
Vid11,36,39,1,1,0,1,A,0,immediate,0,107
Vid12,12,0,1,0,1,1,A,1,immediate,0,107
Vid13,77,68,1,0,0,1,A,0,immediate,0,107
Vid14,65,42,1,0,1,1,A,0,immediate,0,107
Vid15,30,36,1,0,1,1,A,1,immediate,0,107
Vid16,50,50,1,0,0,1,A,1,immediate,0,107
Vid17,50,50,1,0,1,1,A,1,immediate,0,107
Vid18,14,20,1,0,1,1,A,1,immediate,0,107
Vid19,11,10,1,0,0,1,A,0,immediate,0,107
Vid20,84,81,1,0,1,1,A,1,immediate,0,107
Vid21,94,85,1,0,1,1,A,0,immediate,0,107
Vid22,31,31,1,0,0,1,A,0,immediate,0,107
Vid23,0,0,1,0,0,1,A,1,immediate,0,107
Vid24,63,21,1,0,1,1,A,1,immediate,0,107
Vid01,36,34,1,0,0,1,A,1,immediate,0,118
Vid02,13,12,1,0,0,1,A,1,immediate,0,118
Vid03,7,9,1,0,0,1,A,1,immediate,0,118
Vid04,9,22,1,0,1,1,A,1,immediate,0,118
Vid05,50,53,1,0,1,1,A,1,immediate,0,118
Vid06,6,1,1,0,1,1,A,1,immediate,0,118
Vid07,7,8,1,0,0,1,A,1,immediate,0,118
Vid08,0,2,1,0,0,1,A,0,immediate,0,118
Vid09,0,0,1,0,1,1,A,1,immediate,0,118
Vid10,5,10,1,0,0,1,A,1,immediate,0,118
Vid11,4,7,1,0,0,1,A,1,immediate,0,118
Vid12,12,3,1,0,1,1,A,0,immediate,0,118
Vid13,7,8,1,0,0,1,A,0,immediate,0,118
Vid14,6,11,1,0,1,1,A,1,immediate,0,118
Vid15,11,14,1,0,1,1,A,1,immediate,0,118
Vid16,27,30,1,0,0,1,A,1,immediate,0,118
Vid17,17,21,1,0,1,1,A,1,immediate,0,118
Vid18,25,24,1,0,1,1,A,0,immediate,0,118
Vid19,12,18,1,0,0,1,A,0,immediate,0,118
Vid20,5,7,1,0,1,1,A,0,immediate,0,118
Vid21,9,11,1,0,1,1,A,1,immediate,0,118
Vid22,50,29,1,0,0,1,A,0,immediate,0,118
Vid23,50,41,1,0,0,1,A,1,immediate,0,118
Vid24,2,8,1,0,1,1,A,1,immediate,0,118
Vid01,63,62,1,0,0,1,A,0,immediate,0,119
Vid02,38,38,1,0,0,1,A,0,immediate,0,119
Vid03,78,66,1,0,0,1,A,1,immediate,0,119
Vid04,36,35,1,0,1,1,A,1,immediate,0,119
Vid05,32,28,1,0,1,1,A,0,immediate,0,119
Vid06,1,0,1,0,1,1,A,1,immediate,0,119
Vid07,30,31,1,0,0,1,A,0,immediate,0,119
Vid08,23,22,1,0,0,1,A,0,immediate,0,119
Vid09,50,50,1,0,1,1,A,1,immediate,0,119
Vid10,18,18,1,0,0,1,A,1,immediate,0,119
Vid11,65,62,1,0,0,1,A,0,immediate,0,119
Vid12,23,20,1,0,1,1,A,1,immediate,0,119
Vid13,50,50,1,0,0,1,A,0,immediate,0,119
Vid14,10,6,1,0,1,1,A,0,immediate,0,119
Vid15,42,38,1,0,1,1,A,1,immediate,0,119
Vid16,27,20,1,0,0,1,A,1,immediate,0,119
Vid17,33,29,1,0,1,1,A,1,immediate,0,119
Vid18,50,50,1,0,1,1,A,1,immediate,0,119
Vid19,27,22,1,0,0,1,A,1,immediate,0,119
Vid20,12,10,1,0,1,1,A,0,immediate,0,119
Vid21,9,9,1,0,1,1,A,0,immediate,0,119
Vid22,50,50,1,0,0,1,A,0,immediate,0,119
Vid23,37,37,1,0,0,1,A,0,immediate,0,119
Vid24,50,50,1,0,1,1,A,1,immediate,0,119
Vid01,50,50,1,0,1,0.708333333,B,1,immediate,0,120
Vid02,50,50,1,0,1,0.708333333,B,1,immediate,0,120
Vid03,50,50,1,0,1,0.708333333,B,1,immediate,0,120
Vid04,50,50,1,0,0,0.708333333,B,1,immediate,0,120
Vid05,50,50,1,0,0,0.708333333,B,1,immediate,0,120
Vid07,50,50,1,0,1,0.708333333,B,1,immediate,0,120
Vid09,50,50,1,0,0,0.708333333,B,1,immediate,0,120
Vid10,50,50,1,0,1,0.708333333,B,0,immediate,0,120
Vid11,50,50,1,0,1,0.708333333,B,1,immediate,0,120
Vid12,50,50,1,0,0,0.708333333,B,1,immediate,0,120
Vid14,50,50,1,1,0,0.708333333,B,0,immediate,0,120
Vid15,89,50,1,1,0,0.708333333,B,0,immediate,0,120
Vid17,50,50,1,0,0,0.708333333,B,1,immediate,0,120
Vid20,50,50,1,0,0,0.708333333,B,1,immediate,0,120
Vid21,50,50,1,0,0,0.708333333,B,1,immediate,0,120
Vid22,50,50,1,0,1,0.708333333,B,1,immediate,0,120
Vid23,50,50,1,0,1,0.708333333,B,1,immediate,0,120
Vid01,31,29,1,0,1,1,B,0,immediate,0,121
Vid02,36,25,1,0,1,1,B,1,immediate,0,121
Vid03,53,56,1,0,1,1,B,1,immediate,0,121
Vid04,41,39,1,0,0,1,B,1,immediate,0,121
Vid05,18,17,1,0,0,1,B,1,immediate,0,121
Vid06,67,61,1,0,0,1,B,0,immediate,0,121
Vid07,68,71,1,0,1,1,B,0,immediate,0,121
Vid08,19,14,1,0,1,1,B,1,immediate,0,121
Vid09,4,0,1,0,0,1,B,1,immediate,0,121
Vid10,32,18,1,0,1,1,B,1,immediate,0,121
Vid11,37,26,1,0,1,1,B,1,immediate,0,121
Vid12,64,72,1,0,0,1,B,0,immediate,0,121
Vid13,48,60,1,0,1,1,B,1,immediate,0,121
Vid14,34,28,1,0,0,1,B,0,immediate,0,121
Vid15,52,43,1,0,0,1,B,1,immediate,0,121
Vid16,11,2,1,0,1,1,B,1,immediate,0,121
Vid17,50,53,1,0,0,1,B,0,immediate,0,121
Vid18,44,41,1,0,0,1,B,1,immediate,0,121
Vid19,57,63,1,0,1,1,B,1,immediate,0,121
Vid20,58,73,1,0,0,1,B,0,immediate,0,121
Vid21,50,35,1,0,0,1,B,1,immediate,0,121
Vid22,59,44,1,0,1,1,B,1,immediate,0,121
Vid23,23,23,1,0,1,1,B,0,immediate,0,121
Vid24,18,24,1,1,0,1,B,0,immediate,0,121
Vid01,14,41,1,0,0,1,A,1,immediate,0,158
Vid02,76,74,1,0,0,1,A,0,immediate,0,158
Vid03,14,1,1,0,0,1,A,0,immediate,0,158
Vid04,59,33,1,0,1,1,A,0,immediate,0,158
Vid05,1,0,1,0,1,1,A,0,immediate,0,158
Vid06,73,58,1,0,1,1,A,0,immediate,0,158
Vid07,32,26,1,0,0,1,A,0,immediate,0,158
Vid08,20,23,1,0,0,1,A,0,immediate,0,158
Vid09,50,72,1,0,1,1,A,0,immediate,0,158
Vid10,50,50,1,0,0,1,A,0,immediate,0,158
Vid11,50,64,1,0,0,1,A,1,immediate,0,158
Vid12,21,37,1,0,1,1,A,0,immediate,0,158
Vid13,68,74,1,0,0,1,A,0,immediate,0,158
Vid14,71,75,1,0,1,1,A,1,immediate,0,158
Vid15,38,38,1,0,1,1,A,0,immediate,0,158
Vid16,0,5,1,0,0,1,A,1,immediate,0,158
Vid17,58,55,1,0,1,1,A,0,immediate,0,158
Vid18,67,77,1,0,1,1,A,0,immediate,0,158
Vid19,23,8,1,1,0,1,A,0,immediate,0,158
Vid20,50,32,1,0,1,1,A,0,immediate,0,158
Vid21,73,76,1,0,1,1,A,1,immediate,0,158
Vid22,7,12,1,0,0,1,A,1,immediate,0,158
Vid23,15,8,1,0,0,1,A,0,immediate,0,158
Vid24,59,8,1,0,1,1,A,1,immediate,0,158
Vid01,24,27,1,0,1,0.833333333,B,1,immediate,0,159
Vid02,100,100,1,0,1,0.833333333,B,1,immediate,0,159
Vid04,86,85,1,0,0,0.833333333,B,1,immediate,0,159
Vid05,100,100,1,0,0,0.833333333,B,1,immediate,0,159
Vid06,100,99,1,0,0,0.833333333,B,1,immediate,0,159
Vid07,96,100,1,0,1,0.833333333,B,1,immediate,0,159
Vid08,100,100,1,0,1,0.833333333,B,1,immediate,0,159
Vid09,100,100,1,0,0,0.833333333,B,1,immediate,0,159
Vid10,100,100,1,0,1,0.833333333,B,0,immediate,0,159
Vid11,97,100,1,0,1,0.833333333,B,1,immediate,0,159
Vid13,100,100,1,0,1,0.833333333,B,1,immediate,0,159
Vid15,50,92,1,1,0,0.833333333,B,0,immediate,0,159
Vid16,100,100,1,0,1,0.833333333,B,1,immediate,0,159
Vid17,100,100,1,0,0,0.833333333,B,1,immediate,0,159
Vid18,100,100,1,0,0,0.833333333,B,1,immediate,0,159
Vid20,99,99,1,0,0,0.833333333,B,0,immediate,0,159
Vid21,100,99,1,0,0,0.833333333,B,1,immediate,0,159
Vid22,100,99,1,0,1,0.833333333,B,1,immediate,0,159
